,名前,読んだ日,タイトル,著者名,出版年,キーワード,分野,概要,手法,評価
0,山口,2023-08-12,"Cross-cutting interaction, inter-party hostility, and partisan identity: Analysis of offensive speech in social media",Lyu,2023,social media,メディア,-,deep-learning-based text classification methods,100
